file,luna,arch,token,route_type,target_url
0206984c.tif,UoE~1~1~24566~218771,20ca92a4-82f1-4463-8606-926cb5a0510b,irjj0h,detail,https://images.is.ed.ac.uk/luna/servlet/detail/UoE~1~1~24566~218771:Scottish-Court-of-Session-Papers?qvq=w4s%3A%2Fwhat%2FCSP%2F15%3Bsort%3Awork_shelfmark%2Csequence%2Cholding_institution%3Blc%3AUoE%7E1%7E1&sort=work_shelfmark%2Csequence%2Cholding_institution&mi=15&trs=1228&cic=UoE%7E1%7E1
