TOKEN, MAPPEDURL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
9iq5v0,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133697~108926:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056740%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
wiw81c,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131825~108782:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056596%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
539d26,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133710~108927:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056741%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
oi3g0r,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131773~108778:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056592%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
gfe4nz,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133723~108928:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056742%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
o31qy7,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131669~108770:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056584%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
51bfu2,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133736~108929:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056743%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
w25396,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131890~108787:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056601%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
s1sgm5,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133749~108930:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056744%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
i52pod,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131552~108761:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056575%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
p85rh8,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133762~108931:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056745%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
17g2l3,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131617~108766:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056580%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
vykb8e,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133775~108932:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056746%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
c4fd05,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131851~108784:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056598%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
o9w57y,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133788~108933:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056747%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
y8in50,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131799~108780:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056594%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
7559pn,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133801~108934:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056748%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
xd30pw,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131604~108765:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056579%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
z8h2cn,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133814~108935:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056749%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
58wusi,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131747~108776:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056590%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
0qrb3l,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133827~108936:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056750%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
x1yx3n,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131721~108774:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056588%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
s8m70q,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133840~108937:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056751%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
c55pz8,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131812~108781:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056595%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
0b6070,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133853~108938:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056752%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
yh263m,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131591~108764:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056578%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
8xek5y,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133866~108939:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056753%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
7o72sr,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131760~108777:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056591%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
atp1nk,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133879~108940:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056754%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
bf625w,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131734~108775:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056589%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
d550r3,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133892~108941:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056755%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
ns1wbo,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131682~108771:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056585%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
2723w3,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133905~108942:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056756%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
1v6t92,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131877~108786:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056600%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
9tbma1,https://images.is.ed.ac.uk/luna/servlet/view/search?search=Search&q=0056757&QuickSearchA=QuickSearchA&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&pgs=50&res=1
w1pak6,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133918~108943:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056757%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
vu2l63,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131539~108760:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056574%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
mz0m3y,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133931~108944:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056758%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
9312fv,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131630~108767:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056581%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
p3hs7s,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133944~108945:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056759%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
242p1f,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131864~108785:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056599%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
4cl145,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133957~108946:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056760%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
xmq0n2,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131929~108790:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056604%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
xb323y,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133970~108947:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056761%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
l3vfng,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131942~108791:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056605%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
3oj4n9,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133983~108948:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056762%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
y6z796,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131955~108792:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056606%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
gr9r54,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~133996~108949:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056763%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
73to0r,https://images.is.ed.ac.uk/luna/servlet/view/search?search=Search&q=0056607&QuickSearchA=QuickSearchA&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&pgs=50&res=1
tbm6z6,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131968~108793:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056607%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
fr16dm,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~134009~108950:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056764%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
l8qh1j,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131981~108794:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056608%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
630hyw,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~134022~108951:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056765%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
h78440,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~131994~108795:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056609%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
4419q5,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~134035~108952:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056766%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
k0ei0l,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~132007~108796:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056610%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
szpzb2,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~134048~108953:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056767%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
jn0368,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~132020~108797:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056611%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
6n7vnn,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~134061~108954:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056768%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
y2x26n,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~132033~108798:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056612%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
a911jd,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~134074~108955:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056769%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
57j584,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~132046~108799:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056613%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
thk5x0,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~134087~108956:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056770%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
hr3w14,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~132059~108800:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056614%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
8555c4,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~134100~108957:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056771%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
0hi923,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~132072~108801:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056615%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
zyjok2,"https://images.is.ed.ac.uk/luna/servlet/detail/UoEgal~5~5~134113~108958:Instrumentalischer-Bettlermantl,-f-?qvq=q%3A0056772%3Bsort%3Awork_shelfmark%2Cwork_source_page_no%2Cwork_title%3Blc%3AUoEgal%7E5%7E5&cic=UoEgal%7E5%7E5&sort=work_shelfmark%2Cwork_source_page_no%2Cwork_title&mi=0&trs=1"
r1fv87,https://images.is.ed.ac.uk/luna/servlet/detail/UoEart~2~2~29432~105110:Tenor-trombone--Anton-Schnitzer----?qvq=q%3Aschnitzer%3Blc%3AUoEcha%7E4%7E4%2CUoEcar%7E3%7E3%2CUoEart%7E1%7E1%2CUoEcar%7E1%7E1%2CUoEgal%7E5%7E5%2CUoEecp%7E1%7E1%2CUoEwmm%7E3%7E3%2CUoEsha%7E5%7E5%2CUoEcar%7E4%7E4%2CUoEgal%7E2%7E2%2CUoEwmm%7E2%7E2%2CUoEcha%7E1%7E1%2CUoEart%7E2%7E2%2CUoEhal%7E2%7E2%2CUoEsha%7E3%7E3%2CUoEsha%7E4%7E4%2CUoEgal%7E6%7E6%2CUoEcar%7E2%7E2%2CUoEsha%7E1%7E1%2CUoEsha%7E2%7E2%2CUoEgal%7E4%7E4%2CUoEwal%7E1%7E1%2CUoEwmm%7E1%7E1&mi=5&trs=6
